Unnamed: 0,user_id,result,visual_authenticity_result,image_integrity_result,face_detection_result,image_quality_result,created_at,supported_document_result,conclusive_document_quality_result,colour_picture_result,data_validation_result,data_consistency_result,data_comparison_result,attempt_id,police_record_result,compromised_document_result,properties,sub_result
,,,,,,,,,,,,,,,,,,
174068,a62c76c672a04560bf5720e6e3b40624,clear,clear,clear,clear,clear,10/7/2017 16:05,clear,,,clear,,,85e601cd0bbb4e23b396249589b3a83a,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2027-05-31', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
33774,0ed9340fa5d340588ae9570033e4c184,clear,clear,clear,clear,clear,6/7/2017 8:38,clear,,,,,,cef7cd94a4984454aac38da88d43066b,clear,,"{'document_type': 'driving_licence', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
54471,dd9424fd61854043ac8fe68978c53152,clear,clear,clear,clear,clear,18/7/2017 10:55,clear,,,clear,clear,,6ec9def235ba40febc900219ac942f8d,clear,,"{'gender': 'Male', 'nationality': 'HUN', 'document_type': 'national_identity_card', 'date_of_expiry': '2024-10-29', 'issuing_country': 'HUN'}",clear
,,,,,,,,,,,,,,,,,,
50603,0e88521ac7a64e3c833908c5eb6314a1,clear,clear,clear,clear,clear,17/7/2017 11:36,clear,,,clear,clear,,f97f5540b12f492c8f400d5d0aa7f3ed,clear,,"{'gender': 'Female', 'nationality': 'POL', 'document_type': 'national_identity_card', 'date_of_expiry': '2025-04-23', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
171821,e6eb81e816914892974b6047c51a9730,clear,clear,clear,clear,clear,13/7/2017 16:36,clear,,,clear,,,9d43ea76c3e24623a2f0fc9a1ff66398,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2024-11-26', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
167778,d34587fa3efb40fc89a6edc3aea4e82a,clear,clear,clear,clear,clear,18/7/2017 16:51,clear,,,clear,clear,,0a05474572204f928f6ebf36895af88c,clear,,"{'gender': 'Male', 'nationality': 'CHE', 'document_type': 'national_identity_card', 'date_of_expiry': '2020-11-08', 'issuing_country': 'CHE'}",clear
,,,,,,,,,,,,,,,,,,
17543,87e3e4b3ff99466cb735040265b03dea,clear,clear,clear,clear,clear,8/7/2017 11:30,clear,,,clear,,,37cdf9a69c824ce0aadac93b7e0110cb,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2026-02-19', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
45046,7a04bd947f8941f39826b7374259e4cc,clear,clear,clear,clear,clear,13/7/2017 8:57,clear,,,clear,clear,,68b0a5b39dbe4f309970b6d9f537c9f2,clear,,"{'gender': 'Male', 'nationality': 'ESP', 'document_type': 'national_identity_card', 'date_of_expiry': '2027-05-19', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
54632,95ae81568b644a198d33b98685d52a02,clear,clear,clear,clear,clear,9/7/2017 10:14,clear,,,clear,clear,,4da6d202a767469ca6dfabd2b64dfc69,clear,,"{'gender': 'Male', 'nationality': 'SEN', 'document_type': 'passport', 'date_of_expiry': '2020-03-04', 'issuing_country': 'SEN'}",clear
,,,,,,,,,,,,,,,,,,
159019,64d1665bbbeb4f76b79f727b2e79cbb3,clear,clear,clear,clear,clear,28/7/2017 19:49,clear,,,clear,clear,,08085bea06e2402fbd8783241edce624,clear,,"{'gender': 'Male', 'nationality': 'HUN', 'document_type': 'passport', 'date_of_expiry': '2026-04-12', 'issuing_country': 'HUN'}",clear
,,,,,,,,,,,,,,,,,,
57059,53430bf69c804e22a5ca6438eba19f49,clear,clear,clear,clear,clear,28/7/2017 10:48,clear,,,clear,clear,,de90c99e17d6418c81ccad769fdaa36a,clear,,"{'gender': 'Male', 'nationality': 'HRV', 'document_type': 'national_identity_card', 'date_of_expiry': '2022-02-03', 'issuing_country': 'HRV'}",clear
,,,,,,,,,,,,,,,,,,
178145,9f3119e5158c48a3840367c2c82ac6ef,clear,clear,clear,clear,clear,3/7/2017 14:25,clear,,,clear,clear,,cb6f5503e6b84c6fa738b045a7142fa7,clear,,"{'gender': 'Female', 'nationality': 'FRA', 'document_type': 'passport', 'date_of_expiry': '2026-09-15', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
51910,dbebf0f0f1cc4986a4420c4506a6eb08,clear,clear,clear,clear,clear,20/7/2017 8:58,clear,,,clear,clear,,29850cc0182b4dcda4c8fd6a6991c472,clear,,"{'nationality': 'DEU', 'document_type': 'national_identity_card', 'date_of_expiry': '2021-06-07', 'issuing_country': 'DEU'}",clear
,,,,,,,,,,,,,,,,,,
50262,78af51d0dfc843bfbc70f24c739c39ce,clear,clear,clear,clear,clear,17/7/2017 7:19,clear,,,clear,clear,,c59e6f2b9c774674aa95278123349ca6,clear,,"{'gender': 'Female', 'nationality': 'FRA', 'document_type': 'passport', 'date_of_expiry': '2020-08-05', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
168748,ca67d9e61c0b4b47b041d8ff12d4413e,clear,clear,clear,clear,clear,17/7/2017 16:35,clear,,,clear,,,8cb5ac230f5847979138c0e3d85aa41b,clear,,"{'document_type': 'driving_licence', 'date_of_expiry': '2025-01-12', 'issuing_country': 'CZE'}",clear
,,,,,,,,,,,,,,,,,,
173490,7994e5545a8f4eff814a1c476d5e4dfe,consider,,consider,,unidentified,11/7/2017 16:20,clear,,,,,,7e671edacbea4658a2d5043a27a07ab0,,,{},rejected
,,,,,,,,,,,,,,,,,,
177513,ffb06390faf5433a84a27a53dbb126ab,clear,clear,clear,clear,clear,4/7/2017 13:14,clear,,,clear,,,523c1258be4d4fbead59711384f56eb5,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2023-09-25', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
56681,264880a8abc0407bbd14724d6efe7bff,clear,clear,clear,clear,clear,27/7/2017 11:51,clear,,,clear,clear,,e5bf0c5f0cb542019907ef7c4724722e,clear,,"{'gender': 'Female', 'nationality': 'PRT', 'document_type': 'national_identity_card', 'date_of_expiry': '2021-12-06', 'issuing_country': 'PRT'}",clear
,,,,,,,,,,,,,,,,,,
172959,c58bea42eec042db8bc6f85bf73e01d3,clear,clear,clear,clear,clear,12/7/2017 12:18,clear,,,clear,,,23941617e4a04be9a2cacc1d36af1541,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2025-07-20', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
173519,86b0de14c9e04d77b23e657b06adfdee,consider,,consider,,unidentified,11/7/2017 16:47,clear,,,,,,ad8cff1580a1433b85c84b8bdfecb7a1,,,{},rejected
,,,,,,,,,,,,,,,,,,
158708,0226b4e10c924a8a8b9221721f8c2560,clear,clear,clear,clear,clear,29/7/2017 13:45,clear,,,clear,clear,,473eda92c9a645b68842c9155e8939bf,clear,,"{'gender': 'Female', 'nationality': 'GRC', 'document_type': 'passport', 'date_of_expiry': '2022-03-21', 'issuing_country': 'GRC'}",clear
,,,,,,,,,,,,,,,,,,
45050,b7966cbd0bbe45c1b7850667d241d97c,clear,clear,clear,clear,clear,13/7/2017 8:36,clear,,,clear,,,f1d2effdf7f1481882de32ad7abaab42,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2027-06-20', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
57208,ed5799141e984d06aa008717c0512730,clear,clear,clear,clear,clear,28/7/2017 11:51,clear,,,clear,clear,,fd357f8ed9584da584664eec509597e7,clear,,"{'gender': 'Female', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2019-11-13', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
50808,8a02c76163f94da485b79117eea3c42e,clear,clear,clear,clear,clear,18/7/2017 8:55,clear,,,clear,,,d834749409714121b3d50c2f688e46b5,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2023-11-04', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
172141,06fca639a2a744e9816f3002058771a4,consider,consider,clear,clear,clear,13/7/2017 13:56,clear,,,clear,clear,,b5d794aa4c8a4703980863bb456a6164,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2027-03-16', 'issuing_country': 'GBR'}",caution
,,,,,,,,,,,,,,,,,,
52421,c7d32ea2a5ad4b78914fabbe57c52d70,clear,clear,clear,clear,clear,21/7/2017 9:06,clear,,,clear,clear,,fe73cf3527cd4b128b1f96fdeb85713a,,,"{'gender': 'Male', 'nationality': 'CUB', 'document_type': 'residence_permit', 'date_of_expiry': '2018-08-31', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
168588,5ccac3c8cb00411e86ef8ebf41e8c86d,clear,clear,clear,clear,clear,17/7/2017 14:51,clear,,,clear,,,f86fd0f065d9483c8d829673b4d421c0,clear,,"{'gender': 'Male', 'document_type': 'driving_licence', 'date_of_expiry': '2024-12-28', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
167660,5cc962f39fce44c490d0a7b2d701755f,clear,clear,clear,clear,clear,18/7/2017 15:36,clear,,,clear,clear,,6fee69182aa74278912a40b5c8169179,clear,,"{'gender': 'Female', 'nationality': 'POL', 'document_type': 'national_identity_card', 'date_of_expiry': '2025-12-11', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
158317,89d9b39044d8465283d2be6b83a08cda,consider,,consider,,unidentified,29/7/2017 20:04,clear,,,,,,b922bd59ac06477dafefc6d39feeb42c,,,{},rejected
,,,,,,,,,,,,,,,,,,
161146,3ad58b26f46d40c4b6b22f582176000f,clear,clear,clear,clear,clear,26/7/2017 15:56,clear,,,clear,clear,,b88ea141efe84715bb8e34fd6dcaad62,clear,,"{'gender': 'Male', 'nationality': 'POL', 'document_type': 'national_identity_card', 'date_of_expiry': '2022-01-17', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
169174,43eca9cd4c864ecb99ae5b9638190a1b,clear,clear,clear,clear,clear,16/7/2017 22:30,clear,,,clear,clear,,c34d8abceb484be9a213b248031a973e,clear,,"{'gender': 'Male', 'nationality': 'POL', 'document_type': 'passport', 'date_of_expiry': '2021-06-02', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
32817,d1916b2e5bee467eae49f4efe90ec9f1,clear,clear,clear,clear,clear,3/7/2017 7:08,clear,,,clear,clear,,aea4fd15bd0e441e9646e0badbb3ae6c,clear,,"{'gender': 'Male', 'nationality': 'ESP', 'document_type': 'national_identity_card', 'date_of_expiry': '2021-04-12', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
169476,5695ec76772f43b38acbe2acfa9bd69f,clear,clear,clear,clear,clear,16/7/2017 15:35,clear,,,clear,clear,,f439ab4e834f4176b150e61102294c5a,clear,,"{'nationality': 'DEU', 'document_type': 'national_identity_card', 'date_of_expiry': '2021-10-23', 'issuing_country': 'DEU'}",clear
,,,,,,,,,,,,,,,,,,
163928,5e688aae86d74299a94fdfa3bdfcb84b,clear,clear,clear,clear,clear,23/7/2017 15:33,clear,,,clear,clear,,517146960bb04039ab580e229a259616,clear,,"{'gender': 'Male', 'nationality': 'ESP', 'document_type': 'national_identity_card', 'date_of_expiry': '2018-06-04', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
32693,f5bb814abd1a4309877bc7531bd4bd0f,clear,clear,clear,clear,clear,2/7/2017 9:54,clear,,,clear,clear,,5a69cfdc0ccd4f64a86397535a24ee52,clear,,"{'gender': 'Female', 'nationality': 'IRL', 'document_type': 'passport', 'date_of_expiry': '2019-08-08', 'issuing_country': 'IRL'}",clear
,,,,,,,,,,,,,,,,,,
55330,408c6a3dc712445bace486ebca19794e,clear,clear,clear,clear,clear,7/7/2017 8:34,clear,,,clear,clear,,760dd0679a564a38aa1a37012c43c0f1,clear,,"{'gender': 'Male', 'issuing_date': '2014-10', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
162409,52dc22fd34d74884acd7a553982d8926,clear,clear,clear,clear,clear,25/7/2017 14:10,clear,,,clear,clear,,536676f4b16b4b28a3bbf3384818016f,clear,,"{'gender': 'Male', 'nationality': 'ROU', 'document_type': 'passport', 'date_of_expiry': '2018-05-07', 'issuing_country': 'ROU'}",clear
,,,,,,,,,,,,,,,,,,
175187,d4475ad6c31745bca54d2088a70a16d5,clear,clear,clear,clear,clear,8/7/2017 13:51,clear,,,clear,clear,,f81274a570bd4c499fc157c89a1f504f,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2025-08-23', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
158413,dc3af01f68804d20b30a7fa443a6e80a,clear,clear,clear,clear,clear,29/7/2017 15:37,clear,,,clear,clear,,b514231ecf4a433e991c2effceac9569,clear,,"{'gender': 'Male', 'issuing_date': '2013-01', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
170643,6723cf305f104cfc858ad39450e90374,clear,clear,clear,clear,clear,14/7/2017 18:55,clear,,,clear,clear,,840585960d9a4627828d57781274b977,clear,,"{'gender': 'Female', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2023-04-30', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
166584,31c2beb92c714d13999d25240622051e,clear,clear,clear,clear,clear,19/7/2017 15:46,clear,,,clear,clear,,b37cb2d55bd840618c8e6d99ae0cd2b1,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2020-06-04', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
158400,4c91fcf81267457583ef65e028a465c8,clear,clear,clear,clear,clear,29/7/2017 15:24,clear,,,clear,clear,,8c52c416f82c4804b1e88068b0a67373,clear,,"{'gender': 'Female', 'issuing_date': '2016-10', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
170977,174a445a1c7a4491a982a215db097da4,clear,clear,clear,clear,clear,14/7/2017 17:13,clear,,,clear,clear,,7e85a28ddcb6458697e9d521e9fff301,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2025-08-13', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
158873,f397d2ba03904ade84cdcd8e1118c3df,clear,clear,clear,clear,clear,28/7/2017 23:27,clear,,,clear,clear,,285e5a6c2c7e45fcaa93364b0afaa12f,clear,,"{'gender': 'Male', 'nationality': 'GRC', 'document_type': 'passport', 'date_of_expiry': '2021-02-05', 'issuing_country': 'GRC'}",clear
,,,,,,,,,,,,,,,,,,
161532,2dd73ec3de914fb8aedf360ba9dc708d,clear,clear,clear,clear,clear,26/7/2017 14:27,clear,,,clear,,,d75faf29f6e94ab2bbf3b8599b681caa,clear,,"{'gender': 'Male', 'issuing_date': '2016-12-17', 'document_type': 'driving_licence', 'date_of_expiry': '2026-12-16', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
53495,a99ad1cf0f8d4538a180e36589d84219,clear,clear,clear,clear,clear,24/7/2017 7:25,clear,,,clear,clear,,acee3ccaf59f45bfadd877a904d41fbf,clear,,"{'gender': 'Male', 'nationality': 'FRA', 'document_type': 'passport', 'date_of_expiry': '2018-08-05', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
161054,337932928ed2421c97d57289382bbde7,consider,,consider,,unidentified,26/7/2017 20:54,clear,,,,,,1f2c0b613d3b4820b2536c4a60284c74,,,{},rejected
,,,,,,,,,,,,,,,,,,
165743,ba7e5e98ca76437fa2050ffab7ef7806,clear,clear,clear,clear,clear,20/7/2017 18:11,clear,,,,,,2849a5efa5cb4b5096ef19a05b6b65dd,clear,,"{'issuing_date': '2011-12-20', 'document_type': 'driving_licence', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
172064,f802fc23f45541e294cab2fb9087cfcb,clear,clear,clear,clear,clear,13/7/2017 13:09,clear,,,clear,,,1a4cd521775d440fad7c0df21b84bdbf,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2026-12-21', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
159879,5704da9897c14f6c9d3c8309a25aaba0,clear,clear,clear,clear,clear,27/7/2017 18:31,clear,,,clear,,,791afea8f8a14c52b75ef77a8d712f43,clear,,"{'gender': 'Female', 'issuing_date': '2015-01-05', 'document_type': 'driving_licence', 'date_of_expiry': '2025-01-04', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
45522,6f5e5636a0b944c0b0baeb45149eb755,clear,clear,clear,clear,clear,14/7/2017 8:41,clear,,,clear,clear,,33bb0cd2733e4bfb8bdce7e083dd48af,clear,,"{'gender': 'Male', 'nationality': 'POL', 'document_type': 'national_identity_card', 'date_of_expiry': '2025-03-04', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
159564,888e33f903ae408ca01a4a36f82af3eb,clear,clear,clear,clear,clear,28/7/2017 14:06,clear,,,clear,,,0e7f012d7aee407bb5e5f099a59cca67,clear,,"{'gender': 'Female', 'issuing_date': '2015-04-07', 'document_type': 'driving_licence', 'date_of_expiry': '2025-04-06', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
52349,61e36782801b4393b596a172925d733f,clear,clear,clear,clear,clear,21/7/2017 7:45,clear,,,clear,,,7b4d158063dd4b908f048595c251c502,clear,,"{'gender': 'Female', 'issuing_date': '2010-11-05', 'document_type': 'driving_licence', 'date_of_expiry': '2020-01-18', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
171633,cb300e2235c848598e410662c71d51d6,clear,clear,clear,clear,clear,13/7/2017 20:19,clear,,,clear,clear,,a43469441ffb469ca28bfdaaeb085776,clear,,"{'gender': 'Female', 'issuing_date': '2014-11', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
168816,ac06b7556efd4294bc012df322cc7172,clear,clear,clear,clear,clear,17/7/2017 17:24,clear,,,clear,,,aa8be3da852b43b29273bf4ff752e14a,clear,,"{'gender': 'Female', 'document_type': 'driving_licence', 'date_of_expiry': '2024-03-26', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
153354,f502b13ea4294d13aba22519823a3a76,clear,clear,clear,clear,clear,4/8/2017 19:55,clear,,,clear,clear,,c381185961454ed594a6f5b494f8f1fd,clear,,"{'gender': 'Male', 'issuing_date': '2015-07', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
42434,3e7795415534460481f6d2693841f180,clear,clear,clear,clear,clear,2/8/2017 5:45,clear,,,,,,f9d7bf75094f4cc8ad00d13cc1b39a07,,,"{'gender': 'Male', 'document_type': 'national_identity_card', 'issuing_country': 'POL'}",clear
,,,,,,,,,,,,,,,,,,
151069,86ff068dc1f64261989a9dee0242d014,clear,clear,clear,clear,clear,8/8/2017 15:24,clear,,,clear,clear,,09b8b1a3a1e54a3a93227c94bb925b75,clear,,"{'gender': 'Female', 'issuing_date': '2010-06', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
133981,de5779a4fc214cdd98d111bf69c784c6,clear,clear,clear,clear,clear,26/8/2017 17:47,clear,clear,clear,clear,clear,,cfe9bd343b2b4d348cfd98601c23912b,clear,,"{'gender': 'Female', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2019-03-23', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
39368,afc47c2e86f3446fbb2c7202225f14ec,clear,clear,clear,clear,clear,20/8/2017 20:31,clear,clear,clear,clear,clear,,a18c71a2716443e8b2cbb0437c7d5daf,clear,,"{'gender': 'Female', 'issuing_date': '2012-03', 'document_type': 'national_identity_card', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
145680,2a042f632024499cb05fa2d0e1c19a4d,clear,clear,clear,clear,clear,15/8/2017 11:43,clear,clear,clear,clear,,,938a740f332f4db48dcec4646eb1e595,clear,,"{'gender': 'Male', 'issuing_date': '2013-08-25', 'document_type': 'driving_licence', 'date_of_expiry': '2023-08-24', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
37319,81eda81fde0f477bbd40c6d7abce1f34,clear,clear,clear,clear,clear,5/8/2017 7:35,clear,,,clear,,,20e0d1e295ad41599aed2aed2be3c81f,,,"{'gender': 'Female', 'document_type': 'residence_permit', 'date_of_expiry': '2018-05-21', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
131335,4f76c77a52d44575b6a6bbecabe0cfef,consider,consider,consider,clear,clear,29/8/2017 11:44,clear,clear,consider,clear,clear,,d320c5ca4bca4d0c91598bdec7f9a760,clear,,"{'gender': 'Male', 'nationality': 'IRL', 'document_type': 'passport', 'date_of_expiry': '2021-02-15', 'issuing_country': 'IRL'}",caution
,,,,,,,,,,,,,,,,,,
145064,65c4b61118da452e9efed805e1fd5de5,consider,,consider,,unidentified,15/8/2017 16:07,clear,,,,,,11b646bfadd342c191a4aaa3272744be,,,{},rejected
,,,,,,,,,,,,,,,,,,
132167,8efbb633ba0f401497747fcf64cd8480,clear,clear,clear,clear,clear,28/8/2017 13:10,clear,clear,clear,clear,clear,,339c88fe32af4c4faec773e341b76591,clear,,"{'gender': 'Female', 'nationality': 'ESP', 'document_type': 'national_identity_card', 'date_of_expiry': '2019-08-28', 'issuing_country': 'ESP'}",clear
,,,,,,,,,,,,,,,,,,
147555,3ade1129ea2b42b990bfc1045824c9d8,clear,clear,clear,clear,clear,12/8/2017 16:23,clear,,,clear,clear,,e0a17533d3f24e4dad60d05e36d200b3,clear,,"{'gender': 'Male', 'nationality': 'IRL', 'document_type': 'passport', 'date_of_expiry': '2023-03-14', 'issuing_country': 'IRL'}",clear
,,,,,,,,,,,,,,,,,,
135091,c4fdc2b3f8d048e1a09ed7050c834a85,clear,clear,clear,clear,clear,25/8/2017 17:23,clear,clear,clear,clear,,,2feca5dcdbb34405b00fb1bad7d7121f,clear,,"{'issuing_date': '2012-02-16', 'document_type': 'driving_licence', 'date_of_expiry': '2022-02-16', 'issuing_country': 'ITA'}",clear
,,,,,,,,,,,,,,,,,,
155992,d24ff0ddf3d44f989b7332687ebef759,clear,clear,clear,clear,clear,1/8/2017 23:20,clear,,,clear,clear,,0fe725491cb749b6be716eeba7c70981,clear,,"{'gender': 'Male', 'nationality': 'SVK', 'document_type': 'passport', 'date_of_expiry': '2022-03-08', 'issuing_country': 'SVK'}",clear
,,,,,,,,,,,,,,,,,,
152263,8f3ced8663d54630adff765170d0f0d9,clear,clear,clear,clear,clear,6/8/2017 16:16,clear,,,clear,,,fac8f76b962d4621a2fcdeddeaab8995,clear,,"{'gender': 'Male', 'issuing_date': '2015-03-24', 'document_type': 'driving_licence', 'date_of_expiry': '2025-03-23', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
143862,c565c105b1d64cb68d808ba2a736280a,clear,clear,clear,clear,clear,17/8/2017 7:28,clear,clear,clear,clear,,,dfb2b634042e4a5dba625fd475870454,clear,,"{'gender': 'Female', 'document_type': 'national_identity_card', 'date_of_expiry': '2021-09-05', 'issuing_country': 'EST'}",clear
,,,,,,,,,,,,,,,,,,
150367,b93c9deb04764958a05322f8a27de41e,clear,clear,clear,clear,clear,9/8/2017 12:59,clear,,,clear,,,f33044f79b6744abb74c73103e7440b6,clear,,"{'issuing_date': '2016-01-14', 'document_type': 'driving_licence', 'date_of_expiry': '2026-01-14', 'issuing_country': 'LVA'}",clear
,,,,,,,,,,,,,,,,,,
133990,efa3fa9c84034368bf307a61e7e631a9,consider,,consider,,unidentified,26/8/2017 12:00,clear,,,,,,66312da208ad4830a3b228c50ce9e9cf,,,{},rejected
,,,,,,,,,,,,,,,,,,
127955,8f48fc0126624387a3d230aa84deb209,consider,,consider,,unidentified,31/8/2017 16:22,clear,,,,,,0a0ab9b22a3c41d6aaf8f24860949e10,,,{},rejected
,,,,,,,,,,,,,,,,,,
149524,dd129390854a432e8c9532b8f495022d,clear,clear,clear,clear,clear,10/8/2017 14:36,clear,,,,,,2e11d083df294c338854b1103a8a9fdc,clear,,"{'document_type': 'national_identity_card', 'issuing_country': 'GRC'}",clear
,,,,,,,,,,,,,,,,,,
134417,f7a41269ac784c12937facc0f10565b4,clear,clear,clear,clear,clear,26/8/2017 11:41,clear,clear,clear,clear,,,1c0847a618cf481588c293c2400e3846,clear,,"{'issuing_date': '2012-12-13', 'document_type': 'driving_licence', 'date_of_expiry': '2022-12-13', 'issuing_country': 'NLD'}",clear
,,,,,,,,,,,,,,,,,,
128961,20b5b4e59cdd480fac3541dbf4c43a14,clear,clear,clear,clear,clear,30/8/2017 21:13,clear,clear,clear,clear,clear,,580833d0892b40729211fcae714438a8,clear,,"{'gender': 'Female', 'nationality': 'FRA', 'document_type': 'passport', 'date_of_expiry': '2022-09-16', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
133841,ad202cfaae504e2faeb958f8bb2f46f2,clear,clear,clear,clear,clear,26/8/2017 15:12,clear,clear,clear,clear,clear,,5271a10dd29e4e6ca3a026fed011264a,clear,,"{'gender': 'Female', 'nationality': 'FRA', 'document_type': 'passport', 'date_of_expiry': '2025-06-09', 'issuing_country': 'FRA'}",clear
,,,,,,,,,,,,,,,,,,
39840,94441e49d17b416d87838f898abde67b,clear,clear,clear,clear,clear,22/8/2017 4:38,clear,clear,clear,clear,clear,,ed2e06ca6ed748c4afae5bb7a8fd84f6,clear,,"{'gender': 'Male', 'nationality': 'BEL', 'document_type': 'national_identity_card', 'date_of_expiry': '2024-07-18', 'issuing_country': 'BEL'}",clear
,,,,,,,,,,,,,,,,,,
156130,4d365bdfdbf34cfb8c7ced2be49475e0,clear,clear,clear,clear,clear,1/8/2017 19:00,clear,,,,,,c7be5c7f05fb4a408d116a458f7c9c9a,clear,,"{'issuing_date': '2005-05-10', 'document_type': 'driving_licence', 'issuing_country': 'DEU'}",clear
,,,,,,,,,,,,,,,,,,
155283,05159bc43f954379bc154c4756058c42,clear,clear,clear,clear,clear,2/8/2017 20:07,clear,,,clear,clear,,5a33c8a5997e478e9fd12094815329a9,clear,,"{'gender': 'Male', 'nationality': 'GBR', 'document_type': 'passport', 'date_of_expiry': '2027-07-07', 'issuing_country': 'GBR'}",clear
,,,,,,,,,,,,,,,,,,
153509,aec19f9ee2cb49a6a6468cafacbd77b0,clear,clear,clear,clear,clear,4/8/2017 16:02,clear,,,clear,,,30e572cfd59d40a4a344646b3d105829,clear,,"{'issuing_date': '2008-06-30', 'document_type': 'driving_licence', 'date_of_expiry': '2018-06-29', 'issuing_country': 'IRL'}",clear
,,,,,,,,,,,,,,,,,,
145970,78815027e0d140b19cd106965f5ced2e,clear,clear,clear,clear,clear,14/8/2017 15:56,clear,clear,clear,clear,clear,,5f939c806d684deab25ed49b70f11a23,clear,,"{'gender': 'Female', 'nationality': 'EST', 'document_type': 'national_identity_card', 'date_of_expiry': '2018-07-11', 'issuing_country': 'EST'}",clear
,,,,,,,,,,,,,,,,,,
